person_id,arrest_id,arrest_date,charge_no,charge_degree,offense_category
3658177,6626134,2016-09-17,1,misdemeanor,other
244618,5572449,2017-06-30,1,misdemeanor,other
262372,3104208,2018-08-30,1,misdemeanor,other
222533,6750996,2016-08-12,1,misdemeanor,other
222533,6750996,2016-08-12,4,misdemeanor,property
222533,6750996,2016-08-12,2,misdemeanor,other
222533,6750996,2016-08-12,3,misdemeanor,property
732060,5049405,2017-10-09,1,misdemeanor,other
746351,4812206,2017-11-16,1,misdemeanor,other
746351,4812206,2017-11-16,nan,misdemeanor,other
789403,2926412,2018-10-02,1,misdemeanor,other
789403,2926412,2018-10-02,nan,misdemeanor,other
712289,6413288,2016-11-17,2,misdemeanor,other
712289,6413288,2016-11-17,1,misdemeanor,other
3667944,7508100,2016-02-03,1,misdemeanor,other
3667944,7508100,2016-02-03,2,misdemeanor,property
210350,4759708,2017-11-26,1,misdemeanor,other
210350,4759708,2017-11-26,2,misdemeanor,other
748609,5279778,2017-08-29,2,misdemeanor,other
748609,5279778,2017-08-29,1,misdemeanor,other
748609,5279778,2017-08-29,3,misdemeanor,other
748609,5279778,2017-08-29,4,misdemeanor,property
749900,4981335,2017-10-20,1,misdemeanor,other
749900,4981335,2017-10-20,2,misdemeanor,other
122638,5894417,2017-04-13,1,misdemeanor,other
122638,5894417,2017-04-13,2,misdemeanor,drug
122638,5894417,2017-04-13,3,misdemeanor,property
758537,5980039,2017-03-23,2,misdemeanor,other
758537,5980039,2017-03-23,1,misdemeanor,other
264198,2496832,2018-12-23,1,misdemeanor,other
264198,2496832,2018-12-23,2,misdemeanor,other
264198,2496832,2018-12-23,3,felony,other
264198,2496832,2018-12-23,4,misdemeanor,other
771474,3187149,2018-08-12,1,misdemeanor,other
771474,3187149,2018-08-12,2,misdemeanor,other
771474,3187149,2018-08-12,4,misdemeanor,other
771474,3187149,2018-08-12,3,misdemeanor,other
213483,3087632,2018-09-03,1,misdemeanor,other
213483,3087632,2018-09-03,2,misdemeanor,other
3111245,5279420,2017-08-29,1,misdemeanor,other
3094263,7236949,2016-04-14,1,misdemeanor,other
3094263,7236949,2016-04-14,2,misdemeanor,other
1439871,6603878,2016-09-22,1,misdemeanor,drug
1461229,6445132,2016-11-11,1,misdemeanor,violent
1461417,6457797,2016-11-07,1,misdemeanor,property
1461666,6731379,2016-08-17,1,misdemeanor,drug
1444227,6476128,2016-11-01,1,misdemeanor,violent
1462965,7552322,2016-01-15,1,misdemeanor,violent
1456993,6973264,2016-06-07,1,misdemeanor,other
1065214,6992261,2016-06-01,1,misdemeanor,violent
1463988,7010924,2016-05-26,1,misdemeanor,drug
1064557,6330529,2016-12-15,1,misdemeanor,violent
1464730,7062340,2016-05-12,1,misdemeanor,violent
1452997,7199999,2016-04-23,1,misdemeanor,property
1457908,6071741,2017-02-26,1,misdemeanor,property
78745,5093840,2017-09-29,1,misdemeanor,violent
1064843,5371604,2017-08-10,1,misdemeanor,drug
1466546,5760538,2017-05-17,1,misdemeanor,violent
1466797,5128706,2017-09-23,1,misdemeanor,property
52560,6246040,2017-01-11,1,misdemeanor,drug
1065873,5070606,2017-10-03,1,misdemeanor,violent
1467647,5804260,2017-05-05,1,misdemeanor,violent
1064636,5476617,2017-07-20,1,misdemeanor,drug
1065800,5157563,2017-09-18,1,misdemeanor,violent
1468321,5492680,2017-07-17,1,felony,property
1064720,5266406,2017-08-31,1,misdemeanor,violent
1064537,4887178,2017-11-01,1,misdemeanor,drug
1451404,6231601,2017-01-16,1,misdemeanor,violent
78836,4975110,2017-10-21,1,misdemeanor,violent
1062126,5509501,2017-07-13,1,misdemeanor,violent
1462018,6235560,2017-01-14,1,misdemeanor,property
19922,5938708,2017-03-31,1,misdemeanor,violent
1063914,5953178,2017-03-30,1,misdemeanor,violent
78722,6018469,2017-03-11,1,misdemeanor,violent
1471623,2787017,2018-10-29,1,misdemeanor,property
21290,2654074,2018-11-22,1,misdemeanor,drug
1066326,2827327,2018-10-21,1,misdemeanor,violent
1065479,4129729,2018-03-24,1,misdemeanor,violent
21304,3088271,2018-09-02,1,misdemeanor,violent
1066402,2867845,2018-10-12,1,misdemeanor,violent
1065473,4163111,2018-03-18,1,misdemeanor,violent
1067078,2504836,2018-12-20,1,misdemeanor,violent
1065332,3940178,2018-04-14,1,misdemeanor,violent
1066494,2958866,2018-09-25,1,misdemeanor,violent
1066516,2976641,2018-09-23,1,misdemeanor,violent
1065735,3715065,2018-05-23,1,misdemeanor,violent
1065157,4303285,2018-02-20,1,misdemeanor,violent
1066410,3127318,2018-08-25,1,misdemeanor,violent
1064805,3433382,2018-07-14,1,misdemeanor,violent
20859,3696645,2018-05-27,1,misdemeanor,property
21504,2631870,2018-11-27,1,misdemeanor,violent
1066207,2690897,2018-11-15,1,misdemeanor,violent
1066439,2910089,2018-10-04,1,misdemeanor,violent
1064944,4479876,2018-01-19,1,misdemeanor,violent
21485,7586487,2016-01-07,1,misdemeanor,violent
21485,7586487,2016-01-07,2,misdemeanor,other
21485,7586487,2016-01-07,3,misdemeanor,other
21485,7586487,2016-01-07,4,misdemeanor,other
21485,7586487,2016-01-07,5,misdemeanor,other
1459453,6472526,2016-11-02,1,misdemeanor,drug
1459453,6472526,2016-11-02,2,misdemeanor,drug
1461706,6351784,2016-12-11,4,misdemeanor,other
1461706,6351784,2016-12-11,5,misdemeanor,other
1461706,6351784,2016-12-11,1,misdemeanor,other
1461706,6351784,2016-12-11,2,misdemeanor,other
1461706,6351784,2016-12-11,3,misdemeanor,other
19907,6352697,2016-12-10,1,misdemeanor,property
19907,6352697,2016-12-10,2,misdemeanor,property
19907,6352697,2016-12-10,3,misdemeanor,property
19907,6352697,2016-12-10,4,misdemeanor,property
19907,6352697,2016-12-10,5,misdemeanor,property
20051,6902184,2016-06-29,1,misdemeanor,violent
20051,6902184,2016-06-29,2,misdemeanor,other
20051,6902184,2016-06-29,3,misdemeanor,other
1449020,6362467,2016-12-03,1,misdemeanor,other
1449020,6362467,2016-12-03,4,misdemeanor,other
1449020,6362467,2016-12-03,2,misdemeanor,other
1449020,6362467,2016-12-03,3,misdemeanor,other
1446035,6485338,2016-10-30,1,misdemeanor,other
1446035,6485338,2016-10-30,2,misdemeanor,other
1446035,6485338,2016-10-30,3,misdemeanor,violent
1461957,6781975,2016-08-03,2,felony,property
1461957,6781975,2016-08-03,1,misdemeanor,property
20073,6487242,2016-10-28,1,misdemeanor,drug
20073,6487242,2016-10-28,2,misdemeanor,drug
20073,6487242,2016-10-28,5,misdemeanor,drug
20073,6487242,2016-10-28,6,misdemeanor,drug
20073,6487242,2016-10-28,7,misdemeanor,drug
20073,6487242,2016-10-28,3,misdemeanor,drug
20073,6487242,2016-10-28,4,misdemeanor,drug
1442357,6367684,2016-12-01,1,misdemeanor,drug
1442357,6367684,2016-12-01,2,misdemeanor,drug
20185,6909582,2016-06-27,1,felony,property
20185,6909582,2016-06-27,2,misdemeanor,property
20185,6909582,2016-06-27,3,misdemeanor,property
20099,7351701,2016-03-14,1,misdemeanor,drug
20099,7351701,2016-03-14,2,felony,drug
1127127,7358957,2016-03-11,4,misdemeanor,drug
1127127,7358957,2016-03-11,1,felony,drug
1127127,7358957,2016-03-11,2,misdemeanor,drug
1127127,7358957,2016-03-11,3,misdemeanor,drug
1462515,6930769,2016-06-20,1,misdemeanor,violent
1462515,6930769,2016-06-20,2,misdemeanor,other
1462518,6290834,2016-12-30,1,misdemeanor,property
1462518,6290834,2016-12-30,2,misdemeanor,drug
1462518,6290834,2016-12-30,3,misdemeanor,drug
1440084,6524287,2016-10-18,1,felony,property
1440084,6524287,2016-10-18,4,misdemeanor,violent
1440084,6524287,2016-10-18,2,misdemeanor,property
1440084,6524287,2016-10-18,3,misdemeanor,violent
1440084,6524287,2016-10-18,5,misdemeanor,other
1448266,7406875,2016-02-28,2,misdemeanor,violent
1448266,7406875,2016-02-28,1,felony,violent
1444490,7292000,2016-03-30,1,misdemeanor,violent
1444490,7292000,2016-03-30,3,misdemeanor,other
1444490,7292000,2016-03-30,2,misdemeanor,other
1425190,6815372,2016-07-23,1,misdemeanor,violent
1425190,6815372,2016-07-23,2,misdemeanor,other
1464012,6303998,2016-12-25,1,misdemeanor,drug
1464012,6303998,2016-12-25,2,misdemeanor,drug
78960,7027380,2016-05-21,2,misdemeanor,violent
78960,7027380,2016-05-21,3,misdemeanor,violent
78960,7027380,2016-05-21,6,misdemeanor,other
78960,7027380,2016-05-21,1,misdemeanor,other
78960,7027380,2016-05-21,4,misdemeanor,violent
78960,7027380,2016-05-21,5,misdemeanor,other
1464510,6674006,2016-09-02,1,misdemeanor,drug
1464510,6674006,2016-09-02,2,misdemeanor,drug
1464510,6674006,2016-09-02,3,misdemeanor,drug
87994,7062338,2016-05-12,1,misdemeanor,other
87994,7062338,2016-05-12,2,misdemeanor,other
1064002,6712726,2016-08-23,1,misdemeanor,property
1064002,6712726,2016-08-23,2,misdemeanor,drug
1064002,6712726,2016-08-23,3,misdemeanor,drug
1465132,7191936,2016-04-26,3,misdemeanor,drug
1465132,7191936,2016-04-26,1,misdemeanor,drug
1465132,7191936,2016-04-26,2,felony,drug
1437810,7496981,2016-02-05,1,misdemeanor,property
1437810,7496981,2016-02-05,2,misdemeanor,drug
1437810,7496981,2016-02-05,3,misdemeanor,drug
1437810,7496981,2016-02-05,4,misdemeanor,drug
1439980,7500464,2016-02-04,1,misdemeanor,violent
1439980,7500464,2016-02-04,2,misdemeanor,other
1439980,7500464,2016-02-04,3,misdemeanor,property
1439980,7500464,2016-02-04,4,misdemeanor,property
1439980,7500464,2016-02-04,7,misdemeanor,property
1439980,7500464,2016-02-04,5,misdemeanor,other
1439980,7500464,2016-02-04,6,misdemeanor,other
1439980,7500464,2016-02-04,8,misdemeanor,other
1439980,7500464,2016-02-04,9,misdemeanor,other
1439980,7500464,2016-02-04,10,misdemeanor,other
14793,7508370,2016-02-02,3,misdemeanor,drug
14793,7508370,2016-02-02,4,misdemeanor,drug
14793,7508370,2016-02-02,5,misdemeanor,drug
14793,7508370,2016-02-02,1,felony,drug
14793,7508370,2016-02-02,2,misdemeanor,drug
14837,7527537,2016-01-27,1,misdemeanor,drug
14837,7527537,2016-01-27,2,misdemeanor,other
14837,7527537,2016-01-27,3,misdemeanor,drug
14646,7535110,2016-01-21,1,misdemeanor,other
14646,7535110,2016-01-21,2,misdemeanor,other
14646,7535110,2016-01-21,3,misdemeanor,other
14646,7535110,2016-01-21,4,misdemeanor,other
14646,7535110,2016-01-21,5,misdemeanor,other
1447564,7551053,2016-01-16,1,misdemeanor,drug
1447564,7551053,2016-01-16,2,misdemeanor,drug
1447564,7551053,2016-01-16,3,misdemeanor,drug
78713,7551057,2016-01-16,1,misdemeanor,violent
78713,7551057,2016-01-16,2,misdemeanor,violent
78713,7551057,2016-01-16,3,misdemeanor,other
1466169,5492768,2017-07-17,2,misdemeanor,other
1466169,5492768,2017-07-17,4,misdemeanor,other
1466169,5492768,2017-07-17,1,misdemeanor,other
1466169,5492768,2017-07-17,3,misdemeanor,other
1065488,6038539,2017-03-06,2,misdemeanor,other
1065488,6038539,2017-03-06,4,misdemeanor,violent
1065488,6038539,2017-03-06,1,misdemeanor,other
1065488,6038539,2017-03-06,3,misdemeanor,other
78694,5051166,2017-10-07,1,misdemeanor,violent
78694,5051166,2017-10-07,2,misdemeanor,violent
78694,5051166,2017-10-07,3,misdemeanor,other
78694,5051166,2017-10-07,4,misdemeanor,violent
1466791,5128708,2017-09-23,2,misdemeanor,property
1466791,5128708,2017-09-23,1,felony,property
1451291,6061534,2017-02-28,1,misdemeanor,drug
1451291,6061534,2017-02-28,2,misdemeanor,drug
1451291,6061534,2017-02-28,3,misdemeanor,drug
1451291,6061534,2017-02-28,4,misdemeanor,drug
1451291,6061534,2017-02-28,5,misdemeanor,drug
1437317,6066192,2017-02-27,1,misdemeanor,property
1437317,6066192,2017-02-27,2,felony,property
1064436,4799602,2017-11-17,1,misdemeanor,property
1064436,4799602,2017-11-17,2,misdemeanor,property
1064436,4799602,2017-11-17,3,misdemeanor,property
1064436,4799602,2017-11-17,4,misdemeanor,property
78791,5804269,2017-05-05,1,misdemeanor,other
78791,5804269,2017-05-05,3,misdemeanor,property
78791,5804269,2017-05-05,2,misdemeanor,other
1461336,6123269,2017-02-13,1,misdemeanor,violent
1461336,6123269,2017-02-13,4,misdemeanor,other
1461336,6123269,2017-02-13,2,misdemeanor,other
1461336,6123269,2017-02-13,3,misdemeanor,other
20777,5492667,2017-07-17,1,misdemeanor,violent
20777,5492667,2017-07-17,2,misdemeanor,other
20777,5492667,2017-07-17,3,misdemeanor,other
19923,5492674,2017-07-17,1,misdemeanor,drug
19923,5492674,2017-07-17,2,misdemeanor,drug
1064501,4844006,2017-11-09,1,misdemeanor,violent
1064501,4844006,2017-11-09,2,felony,violent
1469230,6160860,2017-02-05,1,misdemeanor,drug
1469230,6160860,2017-02-05,2,misdemeanor,drug
1469353,5919261,2017-04-06,1,misdemeanor,drug
1469353,5919261,2017-04-06,2,misdemeanor,drug
1469353,5919261,2017-04-06,3,misdemeanor,drug
1372832,5919251,2017-04-06,1,misdemeanor,drug
1372832,5919251,2017-04-06,2,misdemeanor,drug
1372832,5919251,2017-04-06,3,misdemeanor,drug
78800,5919294,2017-04-06,1,misdemeanor,violent
78800,5919294,2017-04-06,2,misdemeanor,other
1457377,5604158,2017-06-21,1,misdemeanor,drug
1457377,5604158,2017-06-21,2,misdemeanor,drug
1457377,5604158,2017-06-21,3,misdemeanor,drug
1457377,5604158,2017-06-21,4,misdemeanor,drug
1457377,5604158,2017-06-21,5,misdemeanor,drug
1457377,5604158,2017-06-21,6,misdemeanor,drug
1457377,5604158,2017-06-21,7,misdemeanor,drug
1457377,5604158,2017-06-21,8,misdemeanor,drug
1457377,5604158,2017-06-21,9,misdemeanor,drug
1470140,5305059,2017-08-23,1,misdemeanor,drug
1470140,5305059,2017-08-23,2,misdemeanor,drug
14471,5348439,2017-08-15,1,misdemeanor,drug
14471,5348439,2017-08-15,2,misdemeanor,other
14642,5651563,2017-06-12,4,felony,property
14642,5651563,2017-06-12,5,felony,property
14642,5651563,2017-06-12,1,felony,property
14642,5651563,2017-06-12,2,felony,property
14642,5651563,2017-06-12,3,felony,property
14321,5937645,2017-04-01,1,misdemeanor,other
14321,5937645,2017-04-01,2,misdemeanor,other
1064537,6201104,2017-01-24,1,misdemeanor,property
1064537,6201104,2017-01-24,2,misdemeanor,property
1470824,5730411,2017-05-25,1,misdemeanor,drug
1470824,5730411,2017-05-25,2,misdemeanor,drug
1460992,5981001,2017-03-22,1,misdemeanor,property
1460992,5981001,2017-03-22,2,misdemeanor,property
1460992,5981001,2017-03-22,3,misdemeanor,other
1462838,6217392,2017-01-19,1,misdemeanor,drug
1462838,6217392,2017-01-19,2,misdemeanor,drug
1462838,6217392,2017-01-19,3,misdemeanor,drug
1462838,6217392,2017-01-19,4,misdemeanor,property
1462838,6217392,2017-01-19,5,misdemeanor,property
1471169,6217369,2017-01-19,3,misdemeanor,drug
1471169,6217369,2017-01-19,1,felony,drug
1471169,6217369,2017-01-19,2,misdemeanor,drug
14383,4486318,2018-01-18,1,misdemeanor,other
14383,4486318,2018-01-18,2,misdemeanor,other
14383,4486318,2018-01-18,3,misdemeanor,other
1065333,3940175,2018-04-14,1,misdemeanor,violent
1065333,3940175,2018-04-14,2,misdemeanor,property
21211,2828766,2018-10-20,1,misdemeanor,violent
21211,2828766,2018-10-20,2,misdemeanor,violent
1066475,2953476,2018-09-26,1,misdemeanor,property
1066475,2953476,2018-09-26,2,misdemeanor,other
1066475,2953476,2018-09-26,3,misdemeanor,other
21058,3141627,2018-08-22,1,misdemeanor,violent
21058,3141627,2018-08-22,2,misdemeanor,other
79990,3194139,2018-08-09,1,misdemeanor,drug
79990,3194139,2018-08-09,2,misdemeanor,property
79990,3194139,2018-08-09,3,misdemeanor,other
66101,3227389,2018-08-03,2,misdemeanor,drug
66101,3227389,2018-08-03,1,misdemeanor,drug
1065593,3551732,2018-06-22,2,misdemeanor,other
1065593,3551732,2018-06-22,1,misdemeanor,other
79990,3627042,2018-06-09,1,misdemeanor,property
79990,3627042,2018-06-09,2,misdemeanor,violent
79990,3627042,2018-06-09,3,misdemeanor,other
1065749,3726487,2018-05-21,2,misdemeanor,drug
1065749,3726487,2018-05-21,1,misdemeanor,drug
1065189,3854641,2018-04-27,1,misdemeanor,violent
1065189,3854641,2018-04-27,2,misdemeanor,other
1065189,3854641,2018-04-27,4,misdemeanor,other
1065189,3854641,2018-04-27,3,misdemeanor,other
1065253,3260096,2018-07-29,2,misdemeanor,drug
1065253,3260096,2018-07-29,3,misdemeanor,drug
1065253,3260096,2018-07-29,1,felony,drug
1065253,3260096,2018-07-29,4,misdemeanor,drug
21473,3953413,2018-04-11,1,misdemeanor,violent
21473,3953413,2018-04-11,2,misdemeanor,other
1065687,3672073,2018-05-31,2,misdemeanor,drug
1065687,3672073,2018-05-31,1,misdemeanor,drug
1065619,3590163,2018-06-15,2,misdemeanor,drug
1065619,3590163,2018-06-15,1,misdemeanor,drug
1065778,3757000,2018-05-15,1,misdemeanor,violent
1065778,3757000,2018-05-15,2,misdemeanor,violent
1065778,3757000,2018-05-15,3,misdemeanor,other
1065778,3757000,2018-05-15,5,misdemeanor,property
1065778,3757000,2018-05-15,4,misdemeanor,other
21514,2655353,2018-11-21,2,misdemeanor,other
21514,2655353,2018-11-21,3,misdemeanor,violent
21514,2655353,2018-11-21,5,misdemeanor,other
21514,2655353,2018-11-21,1,misdemeanor,other
21514,2655353,2018-11-21,4,misdemeanor,other
53066,4310476,2018-02-19,1,misdemeanor,violent
53066,4310476,2018-02-19,2,misdemeanor,violent
53066,4310476,2018-02-19,3,misdemeanor,other
53066,4310476,2018-02-19,4,misdemeanor,other
78607,4458157,2018-01-23,1,misdemeanor,property
78607,4458157,2018-01-23,2,misdemeanor,property
1065547,3520323,2018-06-28,1,misdemeanor,violent
1065547,3520323,2018-06-28,2,misdemeanor,other
1065547,3520323,2018-06-28,5,misdemeanor,other
1065547,3520323,2018-06-28,3,misdemeanor,other
1065547,3520323,2018-06-28,4,misdemeanor,other
21507,11969960,2016-12-07,1,misdemeanor,other
21507,11969960,2016-12-07,3,misdemeanor,violent
21507,11969960,2016-12-07,2,misdemeanor,other
1063951,11971503,2016-05-11,1,misdemeanor,drug
1063951,11971503,2016-05-11,2,misdemeanor,drug
79029,11961573,2016-12-08,1,misdemeanor,property
79029,11961573,2016-12-08,2,felony,property
79029,11961573,2016-12-08,3,misdemeanor,property
79029,11961573,2016-12-08,4,misdemeanor,property
79029,11961573,2016-12-08,5,misdemeanor,other
1064020,11964512,2016-10-17,1,felony,other
1064020,11964512,2016-10-17,2,felony,property
78967,11996778,2017-11-03,1,misdemeanor,violent
78967,11996778,2017-11-03,2,felony,violent
1062193,12005583,2018-06-30,1,misdemeanor,violent
1062193,12005583,2018-06-30,2,misdemeanor,other
1062193,12005583,2018-06-30,3,misdemeanor,other
1065106,12005184,2018-02-10,1,misdemeanor,other
1065106,12005184,2018-02-10,4,misdemeanor,other
1065106,12005184,2018-02-10,2,misdemeanor,other
1065106,12005184,2018-02-10,3,misdemeanor,other
1065340,12006112,2018-04-14,2,felony,property
1065340,12006112,2018-04-14,3,misdemeanor,property
1065340,12006112,2018-04-14,4,misdemeanor,violent
1065340,12006112,2018-04-14,1,felony,property
1065340,12006112,2018-04-14,5,misdemeanor,property
1065437,12006246,2018-03-25,1,misdemeanor,violent
1065437,12006246,2018-03-25,2,misdemeanor,other
14838,12005586,2018-06-29,1,misdemeanor,violent
14838,12005586,2018-06-29,2,misdemeanor,other
1065547,12005588,2018-06-28,1,misdemeanor,violent
1065547,12005588,2018-06-28,2,misdemeanor,other
1065547,12005588,2018-06-28,5,misdemeanor,other
1065547,12005588,2018-06-28,3,misdemeanor,other
1065547,12005588,2018-06-28,4,misdemeanor,other
78710,12005815,2018-05-24,1,misdemeanor,other
78710,12005815,2018-05-24,4,misdemeanor,other
78710,12005815,2018-05-24,5,misdemeanor,violent
78710,12005815,2018-05-24,2,misdemeanor,other
78710,12005815,2018-05-24,3,misdemeanor,other
78705,12005876,2018-05-15,1,misdemeanor,other
78705,12005876,2018-05-15,2,misdemeanor,violent
78705,12005876,2018-05-15,3,misdemeanor,other
78705,12005876,2018-05-15,4,misdemeanor,property
1065979,12006652,2018-12-22,2,misdemeanor,other
1065979,12006652,2018-12-22,1,felony,property
21290,12006812,2018-11-22,1,misdemeanor,drug
21290,12006812,2018-11-22,2,misdemeanor,drug
21290,12006812,2018-11-22,3,misdemeanor,drug
1065087,12006914,2018-10-28,1,misdemeanor,violent
1065087,12006914,2018-10-28,3,misdemeanor,other
1065087,12006914,2018-10-28,5,misdemeanor,other
1065087,12006914,2018-10-28,2,misdemeanor,other
1065087,12006914,2018-10-28,4,misdemeanor,other
1066293,12006930,2018-10-23,1,misdemeanor,violent
1066293,12006930,2018-10-23,2,misdemeanor,other
1066391,12007007,2018-10-12,2,misdemeanor,drug
1066391,12007007,2018-10-12,1,misdemeanor,drug
1066581,12007321,2018-08-18,2,misdemeanor,violent
1066581,12007321,2018-08-18,4,misdemeanor,property
1066581,12007321,2018-08-18,5,misdemeanor,other
1066581,12007321,2018-08-18,1,felony,violent
1066581,12007321,2018-08-18,3,misdemeanor,violent
1066581,12007321,2018-08-18,6,misdemeanor,other
1066581,12007321,2018-08-18,7,misdemeanor,other
1064318,11996480,2017-12-23,1,misdemeanor,violent
1064566,11996831,2017-10-25,1,misdemeanor,violent
78636,11987926,2017-09-04,1,misdemeanor,property
78575,12005514,2018-07-15,1,misdemeanor,violent
1064828,12005250,2018-01-28,1,misdemeanor,other
1064831,12005253,2018-01-30,1,misdemeanor,property
14484,12005560,2018-07-05,1,misdemeanor,violent
14522,12005392,2018-01-10,1,misdemeanor,violent
1065170,12006383,2018-03-04,1,misdemeanor,violent
1065214,12006021,2018-04-27,1,misdemeanor,violent
21249,12006472,2018-07-28,1,misdemeanor,violent
78832,12006108,2018-04-13,1,misdemeanor,violent
1065739,12005828,2018-05-22,1,misdemeanor,violent
1065958,12005956,2018-05-06,1,misdemeanor,violent
1066326,12006948,2018-10-21,1,misdemeanor,violent
1066327,12006949,2018-10-21,1,misdemeanor,violent
19976,12006988,2018-10-16,1,misdemeanor,property
21225,12007037,2018-10-06,1,misdemeanor,violent
21264,12005575,2018-07-01,1,misdemeanor,violent
1067078,12006668,2018-12-20,1,misdemeanor,violent
502300,7484131,2016-02-08,1,misdemeanor,other
502305,7189278,2016-04-27,1,misdemeanor,property
502599,7368305,2016-03-09,1,felony,property
41699,7586663,2016-01-07,1,misdemeanor,drug
55303,7591477,2016-01-06,1,misdemeanor,property
504481,7308200,2016-03-25,1,misdemeanor,violent
39073,6451388,2016-11-09,1,misdemeanor,drug
504744,7312090,2016-03-24,1,felony,property
505173,6892661,2016-07-02,1,misdemeanor,violent
343415,6894605,2016-07-01,1,misdemeanor,property
505744,6894624,2016-07-01,1,misdemeanor,property
46682,7300894,2016-03-28,1,misdemeanor,drug
67468,7332145,2016-03-18,1,misdemeanor,violent
507795,6486296,2016-10-29,1,misdemeanor,violent
509121,6909855,2016-06-27,1,misdemeanor,violent
68337,7348259,2016-03-15,1,misdemeanor,property
11666,6914932,2016-06-26,1,misdemeanor,property
509811,6917238,2016-06-24,1,misdemeanor,violent
511485,7377041,2016-03-07,1,misdemeanor,property
53832,7377349,2016-03-07,1,misdemeanor,drug
53851,6512902,2016-10-20,1,misdemeanor,property
331730,6521436,2016-10-19,1,misdemeanor,property
54038,6533534,2016-10-16,1,misdemeanor,violent
